"stratum","source_article","source_year","outcome_slug","dataset_id","analysis_variant","n_studies","mu_RE","mu_BC","attenuation_pct","shrink50","sign_flip","log10BF_effect","log10BF_het","log10BF_bias","log10BF_no_bias","log10BF_rigor","rigor_direction","rigor_category","rigor_margin","log10BF_rigor_effect","log10BF_rigor_no_effect","ODR","EDR","Soric_FDR","MissingN"
"caffeine","southward2018",2018,"power_output","southward2018_caffeine_power_output","main",31,0.236971010205701,0.00283509645069391,-98.8036104297176,TRUE,FALSE,-0.646583144625427,-0.51090427706065,1.45086109500819,-1.45086109500819,-1.00830127671784,"effect","clean_evidence_disfavored",1.10978352235302,-1.00830127671784,-2.11808479907086,0.03,0.0500000000000001,1,34.0789743396961
"diet","rogers2020",2020,"nns_energy_intake","rogers2020_diet_nns_energy_intake","main",22,0.367228544977821,0.056102587971436,-84.7227050460295,TRUE,FALSE,-0.256867686777954,-0.105499206787342,1.48636769815129,-1.48636769815129,-1.01066781654587,"effect","clean_evidence_disfavored",2.51216749711466,-1.01066781654587,-3.52283531366053,0.45,0.0603458578194095,0.819533988243163,49.4132956177302
"caffeine","irwin2020",2020,"processing_accuracy","irwin2020_caffeine_processing_accuracy","main",34,0.421135796043753,-0.0102321240559975,-102.429649569597,TRUE,TRUE,-0.277653667740546,-0.0184747775023251,1.50568773037831,-1.50568773037831,-1.02856647565865,"effect","clean_evidence_disfavored",Inf,-1.02856647565865,-Inf,0.35,0.0662829149347893,0.741412844286059,0
"caffeine","irwin2020",2020,"attention_accuracy","irwin2020_caffeine_attention_accuracy","main",27,0.661011334280292,0.0741574571987659,-88.781212461431,TRUE,FALSE,-0.254597085866233,Inf,1.63400204157717,-1.63400204157717,-1.15688078685751,"effect","clean_evidence_disfavored",Inf,-1.15688078685751,-Inf,0.52,0.208015904290183,0.200385513151945,0
"fiber","chiavaroli2015",2015,"urea","chiavaroli2015_fiber_urea","main",13,0.548164926073658,0.0202840326400968,-96.2996478477043,TRUE,FALSE,-0.166341160511929,2.57287160220047,1.55127143517372,-1.55127143517372,-1.17689106495743,"effect","clean_evidence_disfavored",0.59276878781091,-1.17689106495743,-1.76965985276834,0.69,0.301345820586571,0.122023502992149,26.8397466210163
"diet","ndanuko2016",2016,"systolic_blood_pressure","ndanuko2016_diet_systolic_blood_pressure","main",18,0.310551140445463,-0.000654027371131222,-100.210602147586,TRUE,TRUE,-0.406232886490626,Inf,1.65812237007842,-1.65812237007842,-1.18307018335507,"effect","clean_evidence_disfavored",2.33976513030546,-1.18307018335507,-3.52283531366053,0.67,0.685011829921536,0.0242015159911925,21.8400341747593
"omega3","serra2021",2021,"preterm_birth","serra2021_omega3_preterm_birth","main",31,0.0607841983433898,0.00185174701592378,-96.9535717071357,TRUE,FALSE,-1.15932949228319,-0.793077986142884,1.41950515759832,-1.41950515759832,-1.20866481095403,"no_effect","clean_evidence_disfavored",0.0903973234802802,-1.29906213443431,-1.20866481095403,0.03,0.0500000000000001,1,41.5423434814592
"fiber","streppel2005",2005,"diastolic_bp","streppel2005_fiber_diastolic_bp","main",24,0.146501820450527,0.00279901333601858,-98.0894344333668,TRUE,FALSE,-0.906520580011789,-0.425590608973969,1.5294714920018,-1.5294714920018,-1.21307482530885,"effect","clean_evidence_disfavored",0.36648977353119,-1.21307482530885,-1.57956459884004,0.17,0.0500000000000001,1,0
"creatine","kazeminasab2025",2025,"squat_strength","kazeminasab2025_creatine_squat_strength","main",25,0.439527437029243,-0.0188206453080581,-104.282018304765,TRUE,TRUE,-0.459086732251041,0.180196837199331,1.68872129430709,-1.68872129430709,-1.21678296328984,"effect","clean_evidence_disfavored",1.93801764949249,-1.21678296328984,-3.15480061278233,0.12,0.07538635056861,0.645526377351429,0
"vitamind","martineau2017",2017,"respiratory_tract_infections","martineau2017_vitamind_respiratory_tract_infections","main",24,0.126605464966869,0.000422478666613983,-99.6663029777391,TRUE,FALSE,-0.958602932433368,-0.19073899553776,1.89180145756838,-1.89180145756838,-1.53036930907548,"effect","clean_evidence_disfavored",0.52387221620085,-1.53036930907548,-2.05424152527633,0.33,0.0500000000000001,1,73.2272650342653
"protein","liao2017",2017,"leg_strength","liao2017_protein_leg_strength","main",14,0.632859538542154,-0.00239542466592223,-100.378508108046,TRUE,TRUE,-0.441704597497206,0.0119293717848455,2.03219817056824,-2.03219817056824,-1.5566679147408,"effect","clean_evidence_disfavored",2.44331760853519,-1.5566679147408,-3.99998552327599,0.64,0.0590351788248476,0.838897549123637,0
"vitamind","bergman2013",2013,"respiratory_tract_infection","bergman2013_vitamind_respiratory_tract_infection","main",11,0.234398245899471,-0.00448456832774996,-101.913226061288,TRUE,TRUE,-0.734869260544171,-0.314388583387635,2.09524961890908,-2.09524961890908,-1.6563739070394,"effect","clean_evidence_disfavored",1.04230647108922,-1.6563739070394,-2.69868037812862,0.55,0.0500000000000001,1,0
"vitamind","jolliffe2021",2021,"acute_respiratory_infections","jolliffe2021_vitamind_acute_respiratory_infections","main",37,0.0409401413507889,5.94544398134665e-05,-99.8547771506111,TRUE,FALSE,-1.68945808623704,-1.24605455439157,2.20023326329453,-2.20023326329453,-1.76965985276834,"no_effect","clean_evidence_disfavored",0.95131140596999,-2.72097125873833,-1.76965985276834,0.22,0.0500000000000001,1,88.7976211447856
"caffeine","irwin2020",2020,"processing_speed_collapsed","irwin2020_caffeine_processing_speed_collapsed","main",11,1.21321787636714,0.598794670032351,-50.6440943793722,TRUE,FALSE,0.777999266311435,Inf,2.30177261603829,-2.30177261603829,-1.82465136131863,"effect","clean_evidence_disfavored",Inf,-1.82465136131863,-Inf,0.73,0.554925530378686,0.0422128210391927,0
"caffeine","polito2016",2016,"muscle_endurance","polito2016_caffeine_muscle_endurance","main",42,0.382951373214334,-0.0018919991749083,-100.494057289579,TRUE,TRUE,-0.42405974246495,0.826985561619394,2.58389601591152,-2.58389601591152,-2.10677476119186,"effect","clean_evidence_disfavored",Inf,-2.10677476119186,-Inf,0.36,0.19786467693821,0.213366272590217,70.2328368053947
"caffeine","southward2018",2018,"trial_time_excl","southward2018_caffeine_trial_time_excl","exclusion_sensitivity",46,0.335605294035908,0.00703329489504557,-97.9042956055714,TRUE,FALSE,-0.726872674416084,-0.301029995663981,3.07881918309884,-3.07881918309884,-2.60169792837919,"effect","clean_evidence_disfavored",Inf,-2.60169792837919,-Inf,0.11,0.0500000000000001,0.999999999999999,78.549614618242
"caffeine","shen2019",2019,"time_trial_endurance","shen2019_caffeine_time_trial_endurance","main",56,0.33321560056336,0.0101118378482276,-96.9653768217539,TRUE,FALSE,-0.748577152266543,-0.464626018651081,3.13437997444329,-3.13437997444329,-2.65725871972365,"effect","clean_evidence_disfavored",Inf,-2.65725871972365,-Inf,NA,NA,NA,NA
"caffeine","irwin2020",2020,"processing_speed_excl","irwin2020_caffeine_processing_speed_excl","exclusion_sensitivity",19,1.53278565149537,0.0133769414389691,-99.1272790539291,TRUE,FALSE,-0.252204004711406,Inf,Inf,-Inf,-Inf,"effect","clean_evidence_disfavored",0,-Inf,-Inf,0.79,0.405697454578203,0.0770995268352303,0
"fasting","jahrami2020",2020,"body_weight","jahrami2020_fasting_body_weight","main",85,0.354698898920668,0.0663986572930636,-81.2802753278593,TRUE,FALSE,-0.180801264563542,-0.412834948292772,Inf,-Inf,-Inf,"effect","clean_evidence_disfavored",0,-Inf,-Inf,0.62,0.0623754959662139,0.791154564001681,0
"protein","nunes2022",2022,"lean_body_mass_excl","nunes2022_protein_lean_body_mass_excl","exclusion_sensitivity",91,0.185492652510971,-0.00903057377559425,-104.868426675315,TRUE,TRUE,-0.825960017582874,-0.379760154441843,Inf,-Inf,-Inf,"effect","clean_evidence_disfavored",0,-Inf,-Inf,0.1,0.0500000000000001,0.999999999999998,172.42523658918
